dgp,T,S,N,s_est_mean,s_est_sd,mise_mean,mise_sd,mdcj_mean,mdcj_sd,hd_mean,hd_sd,s_0,taed_mean,taed_sd
3,65,2,60,2.018,0.133084269715437,0.000933914525286334,0.000873006306854897,0,0,0.00261538461538462,41.3929295010752,0,0.001860659357948,0.00169314440195717
3,65,2,120,2.002,0.0447213595499968,0.000438928833436925,0.000377292629040552,0,0,0.000584615384615385,41.3952621301986,0,0.000874435267962053,0.000725182105399562
3,65,2,300,2,0,0.0001755478778726,0.000153746862616805,0,0,0,41.3952621343351,0,0.000351121618981027,0.000307514758979071
3,65,3,30,3.146,0.537831316539024,0.0030319060426509,0.00317303561275611,0,0,0.0110769230769231,47.3043819656662,0,0.00600733002880638,0.00612821198887249
3,65,3,60,3.004,0.0631821491240702,0.00115047077855044,0.00086882268993698,0,0,0.000276923076923077,47.3088710098566,0,0.0023015181016833,0.00173811953591779
3,65,3,120,3.006,0.0773042812773494,0.000591430198117057,0.000451889892130714,0,0,0.000153846153846154,47.3087786553065,0,0.00118366960398642,0.000906607105626078
3,65,3,300,3,0,0.000221422383983087,0.000157657121873611,0,0,0,47.3088710106687,0,0.000442943074965149,0.000315432721011836
3,129,1,30,1.01,0.118016336629396,0.000730774395185154,0.000882625822895263,0,0,0.00294573643410853,63.5686268942368,0,0.00145668449000999,0.00171493982777488
3,129,1,60,1,0,0.000294315899659301,0.000323530117523075,0,0,0,63.5674752598133,0,0.000588633478859953,0.000647058686447557
3,129,1,120,1,0,0.000162552532998764,0.000157744464201702,0,0,0,63.5674752598133,0,0.000325105526046666,0.000315489438342344
3,129,1,300,1,0,5.85192403312011e-05,5.36631534714138e-05,0,0,0,63.5674752598133,0,0.000117037897843574,0.000107325519284188
3,129,2,30,2.016,0.140654069028481,0.000923767090619917,0.000951231752901481,0,0,0.00110077519379845,84.4255375535575,0,0.00184820984990745,0.00190550641752512
3,129,2,60,2,0,0.000456157281323884,0.000370307745038814,0,0,0,84.4255530794394,0,0.000911985756744064,0.000739703556735332
3,129,2,120,2,0,0.000218985291714011,0.000172040777699852,0,0,0,84.4255530794394,0,0.000438069626934021,0.000344397925260986
3,129,2,300,2,0,8.55041866864339e-05,6.74809805022425e-05,0,0,0,84.4255530794394,0,0.000171032480045888,0.000135013883878225
3,129,3,30,3.028,0.1878472069164,0.00129112484862049,0.00113286729981155,0,0,0.00262015503875969,95.349739916659,0,0.00257975798411734,0.00225433993920414
3,129,3,60,3.002,0.0447213595499867,0.000580956020013704,0.000441533463555393,0,0,0.000201550387596899,95.3512128895063,0,0.00116238098231332,0.000884409847264141
3,129,3,120,3,0,0.000288176126527129,0.00020490066203654,0,0,0,95.3512128897198,0,0.000576331237670148,0.000409582420925205
3,129,3,300,3,0,0.000116263929045409,8.72283095178723e-05,0,0,0,95.3512128897198,0,0.000232572940957387,0.000174557600843593
4,33,1,30,1.024,0.165767783105861,0.00138638070757335,0.00149171911979813,0,0,0.00484848484848485,15.53448753737,0,0.00277056837655084,0.00297827402536893
4,33,1,60,1.002,0.0447213595499956,0.000602378362698658,0.000600587560571737,0,0,0.000181818181818182,15.5306899771834,0,0.0012054325061046,0.00120636209853211
4,33,1,120,1,0,0.000297213537036152,0.000295241067152004,0,0,0,15.5306899782498,0,0.000594396976859911,0.00059048411214392
4,33,1,300,1,0,0.00011876366349978,0.000124942364834187,0,0,0,15.5306899782498,0,0.000237530490429708,0.000249888130190931
4,33,2,30,2.03,0.182116261397304,0.00182350294420918,0.00178348444261757,0,0,0.00339393939393939,20.3818576595407,0,0.0036406740797501,0.00356057663010552
4,33,2,60,2.004,0.0631821491240666,0.000893188404641952,0.000722364688673785,0,0,0.000303030303030303,20.384030594196,0,0.00178443736596391,0.00144719854372566
4,33,2,120,2,0,0.000425990504992649,0.000355873346985863,0,0,0,20.3840305964529,0,0.000851036765680475,0.000710180512723725
4,33,2,300,2,0,0.000165259184729675,0.000132279998692448,0,0,0,20.3840305964529,0,0.000330603803473232,0.000265246928540781
4,33,3,30,3.024,0.165767783105863,0.00231328878877725,0.00197636037917063,0,0,0.00206060606060606,23.2956116662825,0,0.00461617584653035,0.00391215485072426
4,33,3,60,3.006,0.0773042812773494,0.00115048254017907,0.000887109843382199,0,0,0.000545454545454545,23.2960349609763,0,0.00229685893929092,0.0017675743188217
4,33,3,120,3,0,0.000587027781267149,0.000414416352925684,0,0,0,23.2960349673747,0,0.0011733339699975,0.000828038276839019
4,33,3,300,3,0,0.000236787123125727,0.000172236179776032,0,0,0,23.2960349673747,0,0.000473357605372392,0.000344947910410902
4,65,1,30,1.002,0.0447213595499956,0.000583047778380032,0.000604256803107847,0,0,0.000461538461538462,31.539711026244,0,0.00116610445409875,0.0012086122789335
4,65,1,60,1,0,0.000296650308710512,0.00027635351855944,0,0,0,31.5392473404458,0,0.000593301477441493,0.00055271204624555
4,65,1,120,1,0,0.000142161689635546,0.000149799146264796,0,0,0,31.5392473404458,0,0.000284327278033919,0.000299598662814996
4,65,1,300,1,0,6.00865716136857e-05,5.85320420973854e-05,0,0,0,31.5392473404458,0,0.000120171637949865,0.000117060301553357
4,65,2,30,2,0,0.000836191686659776,0.000644803439969877,0,0,0,41.3952621343351,0,0.00167175340766179,0.00128751727436636
4,65,2,60,2,0,0.000412388365991635,0.000341029132313604,0,0,0,41.3952621343351,0,0.000824524074847529,0.000681115571142376
4,65,2,120,2,0,0.000209814163952282,0.000164974846858564,0,0,0,41.3952621343351,0,0.00041981379117019,0.00032997846491442
4,65,2,300,2,0,8.62067473662943e-05,7.63483106298098e-05,0,0,0,41.3952621343351,0,0.000172350106894821,0.000152312958512954
4,65,3,30,3,0,0.00109351014458289,0.000778796408510789,0,0,0,47.3088710106687,0,0.00218878396641335,0.00155895147479348
4,65,3,60,3,0,0.000561319752265347,0.00039407057025047,0,0,0,47.3088710106687,0,0.00112392718487709,0.000790706375130783
4,65,3,120,3,0,0.000299781406598373,0.000206848693122278,0,0,0,47.3088710106687,0,0.000599604255919743,0.000413696259718175
4,65,3,300,3,0,0.000116328182750675,7.90709862341294e-05,0,0,0,47.3088710106687,0,0.000232702788379628,0.000158036743903793
4,129,1,30,1,0,0.000305648749218805,0.000290302867818944,0,0,0,63.5674752598133,0,0.00061129345487703,0.000580595917392715
4,129,1,60,1,0,0.000146436447561753,0.000142074743068068,0,0,0,63.5674752598133,0,0.000292872751167603,0.000284148833575471
4,129,1,120,1,0,7.01052816862834e-05,6.79061070926799e-05,0,0,0,63.5674752598133,0,0.000140211125644863,0.000135813245731943
4,129,1,300,1,0,2.79567430060599e-05,2.77764984767691e-05,0,0,0,63.5674752598133,0,5.59132663526016e-05,5.55523290619541e-05
4,129,2,30,2,0,0.000424787607956077,0.000353908089523438,0,0,0,84.4255530794394,0,0.000849931866340563,0.000708139427264537
4,129,2,60,2,0,0.0002191757519384,0.000179078566680109,0,0,0,84.4255530794394,0,0.000438326713489978,0.000358241222972031
4,129,2,120,2,0,0.000113939465374763,9.80827976630958e-05,0,0,0,84.4255530794394,0,0.000227865620419293,0.000196065049415291
4,129,2,300,2,0,4.48453632095702e-05,3.77242017859723e-05,0,0,0,84.4255530794394,0,8.96904694447981e-05,7.5402159570402e-05
4,129,3,30,3,0,0.000584093488895061,0.000412245756974763,0,0,0,95.3512128897198,0,0.00116786418516917,0.000824122717483755
4,129,3,60,3,0,0.000298981449216457,0.000224972569808475,0,0,0,95.3512128897198,0,0.000598211622777993,0.000450263540050788
4,129,3,120,3,0,0.000145783953193849,0.000100864602605517,0,0,0,95.3512128897198,0,0.000291571949127672,0.000201632572858073
4,129,3,300,3,0,6.23045915126726e-05,4.47499922100578e-05,0,0,0,95.3512128897198,0,0.00012462676419707,8.95814486372039e-05
