"","T","N","s_est1_mean","s_est2_mean","s_est1_sd","s_est2_sd","mise1_mean","mise1_sd","mise2_mean","mise2_sd","hd1_mean","hd2_mean","hd1_sd","hd2_sd","hd_mean","hd_sd","s_01","s_02","additional_info"
"1",33,30,1.876,2.797,0.405941853950524,0.493999023313847,0.2204193217789,0.5218541313295,0.261041780144783,0.490064300360992,1.5055387713998,1.78378378378378,3.72846228150888,3.50168829840345,1.10910910910911,1.81981608088389,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
"2",33,60,2,2.995,0,0.0835582550199678,0.00680592352360527,0.00565441243210044,0.0147148673070658,0.0843908785599436,0,0.049,0,0.618855380506611,0.028,0.359646139066368,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
"3",33,120,2,3,0,0,0.00322914902364089,0.00261590253777723,0.00406497371462552,0.00288930725206479,0,0,0,0,0,0,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
"4",33,300,2,3,0,0,0.00132451481975275,0.00102425200838018,0.0016331770406111,0.00119402709579833,0,0,0,0,0,0,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
"5",65,30,1.832,2.722,0.449419601239174,0.544989002653277,0.298879723074614,0.596301831367249,0.329040985454812,0.535523287454875,4.23517587939699,4.796,8.32374176111051,8.00089984929185,3.138,4.17497142342153,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
"6",65,60,1.998,2.997,0.0632455532033676,0.0706823598643678,0.0078138477884561,0.0796029009552947,0.00889664140297364,0.0713893567872777,0.07,0.065,1.16981557027955,1.01083964939885,0.039,0.444608453222244,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
"7",65,120,2,3,0,0,0.00168461835463399,0.00138471240489615,0.00214412911317507,0.00153701228377771,0,0,0,0,0,0,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
"8",65,300,2,3,0,0,0.000653845371868752,0.000527253636158486,0.00092406029226666,0.000664589913273955,0,0,0,0,0,0,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
"9",129,30,1.825,2.635,0.492562298209696,0.618188609695421,0.30638571108492,0.615740368808992,0.428608102108551,0.604093070854032,8.32553407934893,12.1613226452906,16.7465176820484,17.0767054392845,7.34769539078156,8.7545574719106,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
"10",129,60,1.999,2.992,0.0707389850365695,0.0997293635091789,0.0062242130075411,0.0825913431801885,0.0124325798552084,0.105928148248639,0.143,0.312,2.38332356830356,3.11518223549769,0.194,1.72433678187799,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
"11",129,120,2,3,0,0,0.000885712717380373,0.000738894392312986,0.00114560851566145,0.000816398688864605,0,0,0,0,0,0,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
"12",129,300,2,3,0,0,0.000348223079049197,0.000284882303119875,0.000446069625573166,0.000307419833403307,0,0,0,0,0,0,0,0,"nsim = 1000; seed = 123; ellapsed time = 35.3424787441889; ; ; ; ; ; ; ; ; "
